id,filename,class
0,mfcc_recorded/final_11/0-recorded-mfcc.npy,1
1,mfcc_recorded/final_11/1-recorded-mfcc.npy,1
2,mfcc_recorded/final_11/2-recorded-mfcc.npy,1
3,mfcc_recorded/final_11/3-recorded-mfcc.npy,1
4,mfcc_recorded/final_11/4-recorded-mfcc.npy,1
5,mfcc_recorded/final_11/5-recorded-mfcc.npy,1
6,mfcc_recorded/final_11/6-recorded-mfcc.npy,1
7,mfcc_recorded/final_11/7-recorded-mfcc.npy,1
8,mfcc_recorded/final_11/8-recorded-mfcc.npy,1
9,mfcc_recorded/final_11/9-recorded-mfcc.npy,1
10,mfcc_recorded/final_11/10-recorded-mfcc.npy,1
11,mfcc_recorded/final_11/11-recorded-mfcc.npy,1
12,mfcc_recorded/final_11/12-recorded-mfcc.npy,1
13,mfcc_recorded/final_11/13-recorded-mfcc.npy,1
14,mfcc_recorded/final_11/14-recorded-mfcc.npy,1
15,mfcc_recorded/final_11/15-recorded-mfcc.npy,1
16,mfcc_recorded/final_11/16-recorded-mfcc.npy,1
17,mfcc_recorded/final_11/17-recorded-mfcc.npy,1
18,mfcc_recorded/final_11/18-recorded-mfcc.npy,1
19,mfcc_recorded/final_11/19-recorded-mfcc.npy,1
20,mfcc_recorded/final_11/20-recorded-mfcc.npy,1
21,mfcc_recorded/final_11/21-recorded-mfcc.npy,1
22,mfcc_recorded/final_11/22-recorded-mfcc.npy,1
23,mfcc_recorded/final_11/23-recorded-mfcc.npy,1
24,mfcc_recorded/final_11/24-recorded-mfcc.npy,1
25,mfcc_recorded/final_11/25-recorded-mfcc.npy,1
26,mfcc_recorded/final_11/26-recorded-mfcc.npy,1
27,mfcc_recorded/final_11/27-recorded-mfcc.npy,1
28,mfcc_recorded/final_11/28-recorded-mfcc.npy,1
29,mfcc_recorded/final_11/29-recorded-mfcc.npy,1
30,mfcc_recorded/final_11/30-recorded-mfcc.npy,1
31,mfcc_recorded/final_11/31-recorded-mfcc.npy,1
32,mfcc_recorded/final_11/32-recorded-mfcc.npy,1
33,mfcc_recorded/final_11/33-recorded-mfcc.npy,1
34,mfcc_recorded/final_11/34-recorded-mfcc.npy,1
35,mfcc_recorded/final_11/35-recorded-mfcc.npy,1
36,mfcc_recorded/final_11/36-recorded-mfcc.npy,1
37,mfcc_recorded/final_11/37-recorded-mfcc.npy,1
38,mfcc_recorded/final_11/38-recorded-mfcc.npy,1
39,mfcc_recorded/final_11/39-recorded-mfcc.npy,1
40,mfcc_recorded/final_11/40-recorded-mfcc.npy,1
41,mfcc_recorded/final_11/41-recorded-mfcc.npy,1
42,mfcc_recorded/final_11/42-recorded-mfcc.npy,1
43,mfcc_recorded/final_11/43-recorded-mfcc.npy,1
44,mfcc_recorded/final_11/44-recorded-mfcc.npy,1
45,mfcc_recorded/final_11/45-recorded-mfcc.npy,1
46,mfcc_recorded/final_11/46-recorded-mfcc.npy,1
47,mfcc_recorded/final_11/47-recorded-mfcc.npy,1
48,mfcc_recorded/final_11/48-recorded-mfcc.npy,1
49,mfcc_recorded/final_11/49-recorded-mfcc.npy,1
50,mfcc_recorded/final_11/50-recorded-mfcc.npy,1
51,mfcc_recorded/final_11/51-recorded-mfcc.npy,1
52,mfcc_recorded/final_11/52-recorded-mfcc.npy,1
53,mfcc_recorded/final_11/53-recorded-mfcc.npy,1
54,mfcc_recorded/final_11/54-recorded-mfcc.npy,1
55,mfcc_recorded/final_11/55-recorded-mfcc.npy,1
56,mfcc_recorded/final_11/56-recorded-mfcc.npy,1
57,mfcc_recorded/final_11/57-recorded-mfcc.npy,1
58,mfcc_recorded/final_11/58-recorded-mfcc.npy,1
59,mfcc_recorded/final_11/59-recorded-mfcc.npy,1
60,mfcc_recorded/final_11/60-recorded-mfcc.npy,1
61,mfcc_recorded/final_11/61-recorded-mfcc.npy,1
62,mfcc_recorded/final_11/62-recorded-mfcc.npy,1
63,mfcc_recorded/final_11/63-recorded-mfcc.npy,1
64,mfcc_recorded/final_11/64-recorded-mfcc.npy,1
65,mfcc_recorded/final_11/65-recorded-mfcc.npy,1
66,mfcc_recorded/final_11/66-recorded-mfcc.npy,1
67,mfcc_recorded/final_11/67-recorded-mfcc.npy,1
68,mfcc_recorded/final_11/68-recorded-mfcc.npy,1
69,mfcc_recorded/final_11/69-recorded-mfcc.npy,1
70,mfcc_recorded/final_11/70-recorded-mfcc.npy,1
71,mfcc_recorded/final_11/71-recorded-mfcc.npy,1
72,mfcc_recorded/final_11/72-recorded-mfcc.npy,1
73,mfcc_recorded/final_11/73-recorded-mfcc.npy,1
74,mfcc_recorded/final_11/74-recorded-mfcc.npy,1
75,mfcc_recorded/final_11/75-recorded-mfcc.npy,1
76,mfcc_recorded/final_11/76-recorded-mfcc.npy,1
77,mfcc_recorded/final_11/77-recorded-mfcc.npy,1
78,mfcc_recorded/final_11/78-recorded-mfcc.npy,1
