id,filename,class
0,mfcc_recorded/2024-03-14--22-01-12/0-mfcc.npy,1
1,mfcc_recorded/2024-03-14--22-01-12/1-mfcc.npy,1
2,mfcc_recorded/2024-03-14--22-01-12/2-mfcc.npy,1
3,mfcc_recorded/2024-03-14--22-01-12/3-mfcc.npy,1
4,mfcc_recorded/2024-03-14--22-01-12/4-mfcc.npy,1
5,mfcc_recorded/2024-03-14--22-01-12/5-mfcc.npy,1
6,mfcc_recorded/2024-03-14--22-01-12/6-mfcc.npy,1
7,mfcc_recorded/2024-03-14--22-01-12/7-mfcc.npy,1
8,mfcc_recorded/2024-03-14--22-01-12/8-mfcc.npy,1
9,mfcc_recorded/2024-03-14--22-01-12/9-mfcc.npy,1
10,mfcc_recorded/2024-03-14--22-01-12/10-mfcc.npy,1
11,mfcc_recorded/2024-03-14--22-01-12/11-mfcc.npy,1
12,mfcc_recorded/2024-03-14--22-01-12/12-mfcc.npy,1
13,mfcc_recorded/2024-03-14--22-01-12/13-mfcc.npy,1
14,mfcc_recorded/2024-03-14--22-01-12/14-mfcc.npy,1
15,mfcc_recorded/2024-03-14--22-01-12/15-mfcc.npy,1
16,mfcc_recorded/2024-03-14--22-01-12/16-mfcc.npy,1
17,mfcc_recorded/2024-03-14--22-01-12/17-mfcc.npy,1
18,mfcc_recorded/2024-03-14--22-01-12/18-mfcc.npy,1
19,mfcc_recorded/2024-03-14--22-01-12/19-mfcc.npy,1
20,mfcc_recorded/2024-03-14--22-01-12/20-mfcc.npy,1
21,mfcc_recorded/2024-03-14--22-01-12/21-mfcc.npy,1
22,mfcc_recorded/2024-03-14--22-01-12/22-mfcc.npy,1
23,mfcc_recorded/2024-03-14--22-01-12/23-mfcc.npy,1
24,mfcc_recorded/2024-03-14--22-01-12/24-mfcc.npy,1
25,mfcc_recorded/2024-03-14--22-01-12/25-mfcc.npy,1
26,mfcc_recorded/2024-03-14--22-01-12/26-mfcc.npy,1
27,mfcc_recorded/2024-03-14--22-01-12/27-mfcc.npy,1
28,mfcc_recorded/2024-03-14--22-01-12/28-mfcc.npy,1
29,mfcc_recorded/2024-03-14--22-01-12/29-mfcc.npy,1
30,mfcc_recorded/2024-03-14--22-01-12/30-mfcc.npy,1
31,mfcc_recorded/2024-03-14--22-01-12/31-mfcc.npy,1
32,mfcc_recorded/2024-03-14--22-01-12/32-mfcc.npy,1
33,mfcc_recorded/2024-03-14--22-01-12/33-mfcc.npy,1
34,mfcc_recorded/2024-03-14--22-01-12/34-mfcc.npy,1
35,mfcc_recorded/2024-03-14--22-01-12/35-mfcc.npy,1
36,mfcc_recorded/2024-03-14--22-01-12/36-mfcc.npy,1
37,mfcc_recorded/2024-03-14--22-01-12/37-mfcc.npy,1
38,mfcc_recorded/2024-03-14--22-01-12/38-mfcc.npy,1
39,mfcc_recorded/2024-03-14--22-01-12/39-mfcc.npy,1
40,mfcc_recorded/2024-03-14--22-01-12/40-mfcc.npy,1
41,mfcc_recorded/2024-03-14--22-01-12/41-mfcc.npy,1
42,mfcc_recorded/2024-03-14--22-01-12/42-mfcc.npy,1
43,mfcc_recorded/2024-03-14--22-01-12/43-mfcc.npy,1
44,mfcc_recorded/2024-03-14--22-01-12/44-mfcc.npy,1
45,mfcc_recorded/2024-03-14--22-01-12/45-mfcc.npy,1
46,mfcc_recorded/2024-03-14--22-01-12/46-mfcc.npy,1
47,mfcc_recorded/2024-03-14--22-01-12/47-mfcc.npy,1
48,mfcc_recorded/2024-03-14--22-01-12/48-mfcc.npy,1
49,mfcc_recorded/2024-03-14--22-01-12/49-mfcc.npy,1
50,mfcc_recorded/2024-03-14--22-01-12/50-mfcc.npy,1
51,mfcc_recorded/2024-03-14--22-01-12/51-mfcc.npy,1
52,mfcc_recorded/2024-03-14--22-01-12/52-mfcc.npy,1
53,mfcc_recorded/2024-03-14--22-01-12/53-mfcc.npy,1
54,mfcc_recorded/2024-03-14--22-01-12/54-mfcc.npy,1
55,mfcc_recorded/2024-03-14--22-01-12/55-mfcc.npy,1
56,mfcc_recorded/2024-03-14--22-01-12/56-mfcc.npy,1
57,mfcc_recorded/2024-03-14--22-01-12/57-mfcc.npy,1
58,mfcc_recorded/2024-03-14--22-01-12/58-mfcc.npy,1
59,mfcc_recorded/2024-03-14--22-01-12/59-mfcc.npy,1
60,mfcc_recorded/2024-03-14--22-01-12/60-mfcc.npy,1
61,mfcc_recorded/2024-03-14--22-01-12/61-mfcc.npy,1
62,mfcc_recorded/2024-03-14--22-01-12/62-mfcc.npy,1
63,mfcc_recorded/2024-03-14--22-01-12/63-mfcc.npy,1
64,mfcc_recorded/2024-03-14--22-01-12/64-mfcc.npy,1
65,mfcc_recorded/2024-03-14--22-01-12/65-mfcc.npy,1
66,mfcc_recorded/2024-03-14--22-01-12/66-mfcc.npy,1
67,mfcc_recorded/2024-03-14--22-01-12/67-mfcc.npy,1
68,mfcc_recorded/2024-03-14--22-01-12/68-mfcc.npy,1
69,mfcc_recorded/2024-03-14--22-01-12/69-mfcc.npy,1
70,mfcc_recorded/2024-03-14--22-01-12/70-mfcc.npy,1
71,mfcc_recorded/2024-03-14--22-01-12/71-mfcc.npy,1
72,mfcc_recorded/2024-03-14--22-01-12/72-mfcc.npy,1
73,mfcc_recorded/2024-03-14--22-01-12/73-mfcc.npy,1
74,mfcc_recorded/2024-03-14--22-01-12/74-mfcc.npy,1
75,mfcc_recorded/2024-03-14--22-01-12/75-mfcc.npy,1
76,mfcc_recorded/2024-03-14--22-01-12/76-mfcc.npy,1
77,mfcc_recorded/2024-03-14--22-01-12/77-mfcc.npy,1
78,mfcc_recorded/2024-03-14--22-01-12/78-mfcc.npy,1
79,mfcc_recorded/2024-03-14--22-01-12/79-mfcc.npy,1
80,mfcc_recorded/2024-03-14--22-01-12/80-mfcc.npy,1
81,mfcc_recorded/2024-03-14--22-01-12/81-mfcc.npy,1
82,mfcc_recorded/2024-03-14--22-01-12/82-mfcc.npy,1
83,mfcc_recorded/2024-03-14--22-01-12/83-mfcc.npy,1
84,mfcc_recorded/2024-03-14--22-01-12/84-mfcc.npy,1
85,mfcc_recorded/2024-03-14--22-01-12/85-mfcc.npy,1
86,mfcc_recorded/2024-03-14--22-01-12/86-mfcc.npy,1
87,mfcc_recorded/2024-03-14--22-01-12/87-mfcc.npy,1
88,mfcc_recorded/2024-03-14--22-01-12/88-mfcc.npy,1
89,mfcc_recorded/2024-03-14--22-01-12/89-mfcc.npy,1
90,mfcc_recorded/2024-03-14--22-01-12/90-mfcc.npy,1
91,mfcc_recorded/2024-03-14--22-01-12/91-mfcc.npy,1
92,mfcc_recorded/2024-03-14--22-01-12/92-mfcc.npy,1
93,mfcc_recorded/2024-03-14--22-01-12/93-mfcc.npy,1
94,mfcc_recorded/2024-03-14--22-01-12/94-mfcc.npy,1
95,mfcc_recorded/2024-03-14--22-01-12/95-mfcc.npy,1
96,mfcc_recorded/2024-03-14--22-01-12/96-mfcc.npy,1
97,mfcc_recorded/2024-03-14--22-01-12/97-mfcc.npy,1
98,mfcc_recorded/2024-03-14--22-01-12/98-mfcc.npy,1
99,mfcc_recorded/2024-03-14--22-01-12/99-mfcc.npy,1
100,mfcc_recorded/2024-03-14--22-01-12/100-mfcc.npy,1
101,mfcc_recorded/2024-03-14--22-01-12/101-mfcc.npy,1
102,mfcc_recorded/2024-03-14--22-01-12/102-mfcc.npy,1
103,mfcc_recorded/2024-03-14--22-01-12/103-mfcc.npy,1
104,mfcc_recorded/2024-03-14--22-01-12/104-mfcc.npy,1
