id,filename,class
0,mfcc_generated/final_29/0-generated-mfcc.npy,-1
1,mfcc_generated/final_29/1-generated-mfcc.npy,-1
2,mfcc_generated/final_29/2-generated-mfcc.npy,-1
3,mfcc_generated/final_29/3-generated-mfcc.npy,-1
4,mfcc_generated/final_29/4-generated-mfcc.npy,-1
5,mfcc_generated/final_29/5-generated-mfcc.npy,-1
6,mfcc_generated/final_29/6-generated-mfcc.npy,-1
7,mfcc_generated/final_29/7-generated-mfcc.npy,-1
8,mfcc_generated/final_29/8-generated-mfcc.npy,-1
9,mfcc_generated/final_29/9-generated-mfcc.npy,-1
10,mfcc_generated/final_29/10-generated-mfcc.npy,-1
11,mfcc_generated/final_29/11-generated-mfcc.npy,-1
12,mfcc_generated/final_29/12-generated-mfcc.npy,-1
13,mfcc_generated/final_29/13-generated-mfcc.npy,-1
14,mfcc_generated/final_29/14-generated-mfcc.npy,-1
15,mfcc_generated/final_29/15-generated-mfcc.npy,-1
16,mfcc_generated/final_29/16-generated-mfcc.npy,-1
17,mfcc_generated/final_29/17-generated-mfcc.npy,-1
18,mfcc_generated/final_29/18-generated-mfcc.npy,-1
19,mfcc_generated/final_29/19-generated-mfcc.npy,-1
20,mfcc_generated/final_29/20-generated-mfcc.npy,-1
21,mfcc_generated/final_29/21-generated-mfcc.npy,-1
22,mfcc_generated/final_29/22-generated-mfcc.npy,-1
23,mfcc_generated/final_29/23-generated-mfcc.npy,-1
24,mfcc_generated/final_29/24-generated-mfcc.npy,-1
25,mfcc_generated/final_29/25-generated-mfcc.npy,-1
26,mfcc_generated/final_29/26-generated-mfcc.npy,-1
27,mfcc_generated/final_29/27-generated-mfcc.npy,-1
28,mfcc_generated/final_29/28-generated-mfcc.npy,-1
29,mfcc_generated/final_29/29-generated-mfcc.npy,-1
30,mfcc_generated/final_29/30-generated-mfcc.npy,-1
31,mfcc_generated/final_29/31-generated-mfcc.npy,-1
32,mfcc_generated/final_29/32-generated-mfcc.npy,-1
33,mfcc_generated/final_29/33-generated-mfcc.npy,-1
34,mfcc_generated/final_29/34-generated-mfcc.npy,-1
35,mfcc_generated/final_29/35-generated-mfcc.npy,-1
36,mfcc_generated/final_29/36-generated-mfcc.npy,-1
37,mfcc_generated/final_29/37-generated-mfcc.npy,-1
38,mfcc_generated/final_29/38-generated-mfcc.npy,-1
39,mfcc_generated/final_29/39-generated-mfcc.npy,-1
40,mfcc_generated/final_29/40-generated-mfcc.npy,-1
41,mfcc_generated/final_29/41-generated-mfcc.npy,-1
42,mfcc_generated/final_29/42-generated-mfcc.npy,-1
43,mfcc_generated/final_29/43-generated-mfcc.npy,-1
44,mfcc_generated/final_29/44-generated-mfcc.npy,-1
45,mfcc_generated/final_29/45-generated-mfcc.npy,-1
46,mfcc_generated/final_29/46-generated-mfcc.npy,-1
47,mfcc_generated/final_29/47-generated-mfcc.npy,-1
48,mfcc_generated/final_29/48-generated-mfcc.npy,-1
49,mfcc_generated/final_29/49-generated-mfcc.npy,-1
50,mfcc_generated/final_29/50-generated-mfcc.npy,-1
51,mfcc_generated/final_29/51-generated-mfcc.npy,-1
52,mfcc_generated/final_29/52-generated-mfcc.npy,-1
53,mfcc_generated/final_29/53-generated-mfcc.npy,-1
54,mfcc_generated/final_29/54-generated-mfcc.npy,-1
55,mfcc_generated/final_29/55-generated-mfcc.npy,-1
56,mfcc_generated/final_29/56-generated-mfcc.npy,-1
57,mfcc_generated/final_29/57-generated-mfcc.npy,-1
58,mfcc_generated/final_29/58-generated-mfcc.npy,-1
59,mfcc_generated/final_29/59-generated-mfcc.npy,-1
60,mfcc_generated/final_29/60-generated-mfcc.npy,-1
61,mfcc_generated/final_29/61-generated-mfcc.npy,-1
62,mfcc_generated/final_29/62-generated-mfcc.npy,-1
63,mfcc_generated/final_29/63-generated-mfcc.npy,-1
64,mfcc_generated/final_29/64-generated-mfcc.npy,-1
65,mfcc_generated/final_29/65-generated-mfcc.npy,-1
66,mfcc_generated/final_29/66-generated-mfcc.npy,-1
67,mfcc_generated/final_29/67-generated-mfcc.npy,-1
68,mfcc_generated/final_29/68-generated-mfcc.npy,-1
69,mfcc_generated/final_29/69-generated-mfcc.npy,-1
70,mfcc_generated/final_29/70-generated-mfcc.npy,-1
71,mfcc_generated/final_29/71-generated-mfcc.npy,-1
72,mfcc_generated/final_29/72-generated-mfcc.npy,-1
73,mfcc_generated/final_29/73-generated-mfcc.npy,-1
74,mfcc_generated/final_29/74-generated-mfcc.npy,-1
75,mfcc_generated/final_29/75-generated-mfcc.npy,-1
76,mfcc_generated/final_29/76-generated-mfcc.npy,-1
77,mfcc_generated/final_29/77-generated-mfcc.npy,-1
78,mfcc_generated/final_29/78-generated-mfcc.npy,-1
79,mfcc_generated/final_29/79-generated-mfcc.npy,-1
80,mfcc_generated/final_29/80-generated-mfcc.npy,-1
81,mfcc_generated/final_29/81-generated-mfcc.npy,-1
82,mfcc_generated/final_29/82-generated-mfcc.npy,-1
83,mfcc_generated/final_29/83-generated-mfcc.npy,-1
84,mfcc_generated/final_29/84-generated-mfcc.npy,-1
85,mfcc_generated/final_29/85-generated-mfcc.npy,-1
86,mfcc_generated/final_29/86-generated-mfcc.npy,-1
87,mfcc_generated/final_29/87-generated-mfcc.npy,-1
88,mfcc_generated/final_29/88-generated-mfcc.npy,-1
89,mfcc_generated/final_29/89-generated-mfcc.npy,-1
90,mfcc_generated/final_29/90-generated-mfcc.npy,-1
91,mfcc_generated/final_29/91-generated-mfcc.npy,-1
92,mfcc_generated/final_29/92-generated-mfcc.npy,-1
93,mfcc_generated/final_29/93-generated-mfcc.npy,-1
94,mfcc_generated/final_29/94-generated-mfcc.npy,-1
95,mfcc_generated/final_29/95-generated-mfcc.npy,-1
96,mfcc_generated/final_29/96-generated-mfcc.npy,-1
97,mfcc_generated/final_29/97-generated-mfcc.npy,-1
98,mfcc_generated/final_29/98-generated-mfcc.npy,-1
99,mfcc_generated/final_29/99-generated-mfcc.npy,-1
100,mfcc_generated/final_29/100-generated-mfcc.npy,-1
101,mfcc_generated/final_29/101-generated-mfcc.npy,-1
102,mfcc_generated/final_29/102-generated-mfcc.npy,-1
103,mfcc_generated/final_29/103-generated-mfcc.npy,-1
104,mfcc_generated/final_29/104-generated-mfcc.npy,-1
105,mfcc_generated/final_29/105-generated-mfcc.npy,-1
106,mfcc_generated/final_29/106-generated-mfcc.npy,-1
107,mfcc_generated/final_29/107-generated-mfcc.npy,-1
108,mfcc_generated/final_29/108-generated-mfcc.npy,-1
